Date,Open,High,Low,Close,Adj Close,Volume
2020-01-29,8740,9120,8740,9120,9120,96112
2020-01-30,9350,9570,9200,9370,9370,175760
2020-01-31,9380,9710,9380,9570,9570,226732
2020-02-03,9440,9440,9030,9140,9140,99485
2020-02-04,9140,9150,9020,9110,9110,30886
2020-02-05,9200,9200,9000,9040,9040,38531
2020-02-06,9140,9140,8760,8920,8920,92807
2020-02-07,8940,8940,8750,8860,8860,49339
2020-02-10,8860,8920,8650,8730,8730,29151
2020-02-11,8710,8810,8610,8690,8690,40250
2020-02-12,8680,8710,8580,8680,8680,34374
2020-02-13,8660,8930,8590,8840,8840,31643
2020-02-14,8830,8830,8630,8690,8690,28400
2020-02-17,8690,8690,8510,8630,8630,41536
2020-02-18,8630,8720,8490,8620,8620,41217
2020-02-19,8620,8620,8270,8530,8530,45790
2020-02-20,8530,8690,8460,8530,8530,39879
2020-02-21,8510,8700,8460,8570,8570,46083
2020-02-24,8400,8420,8090,8090,8090,51192
2020-02-25,8090,8260,8020,8230,8230,20782
2020-02-26,8200,8200,8000,8080,8080,37255
2020-02-27,8110,8150,7990,8030,8030,39118
2020-02-28,7900,7990,7610,7800,7800,54289
2020-03-02,7830,7920,7710,7810,7810,215984
2020-03-03,7200,7260,7000,7020,7020,778771
2020-03-04,6990,7030,6860,6950,6950,245784
2020-03-05,7000,7060,6970,7030,7030,103285
2020-03-06,6990,7010,6930,6950,6950,90404
2020-03-09,6950,6950,6950,6950,6950,0
2020-03-10,6700,6760,6560,6680,6680,118363
2020-03-11,6680,6690,6460,6550,6550,72765
2020-03-12,6550,6550,6550,6550,6550,0
2020-03-13,5700,5870,5500,5780,5780,142579
2020-03-16,5980,6190,5660,5710,5710,71873
2020-03-17,5560,5650,5300,5580,5580,70675
2020-03-18,5780,5780,5300,5300,5300,85210
2020-03-19,5410,5410,4570,4650,4650,142105
2020-03-20,4650,4910,4600,4910,4910,68827
2020-03-23,4785,4785,4380,4400,4400,142847
2020-03-24,4430,4640,4430,4620,4620,109662
2020-03-25,4840,4995,4690,4925,4925,113612
2020-03-26,5080,5130,4960,5000,5000,90988
2020-03-27,5200,5330,4995,5020,5020,98287
2020-03-30,4940,5190,4860,5180,5180,36217
2020-03-31,5210,5470,5210,5330,5330,65608
2020-04-01,5420,5640,5280,5360,5360,63493
2020-04-02,5290,5530,5240,5510,5510,42169
2020-04-03,5570,5570,5350,5450,5450,35852
2020-04-06,5500,5730,5430,5710,5710,51878
2020-04-07,5830,5880,5690,5760,5760,76134
2020-04-08,5760,5830,5700,5790,5790,37898
2020-04-09,5890,5890,5730,5770,5770,56152
