,Date,Open,High,Low,Close,Volume
4850,2020-02-18 02:00-00,57800,58400,56400,56400,19749457
4851,2020-02-18 03:00-00,57800,58400,56400,56400,19749457
4852,2020-02-18 04:00-00,57800,58400,56400,56400,19749457
4853,2020-02-18 05:00-00,57800,58400,56400,56400,19749457
4854,2020-02-18 06:00-00,57800,58400,56400,56400,19749457
4855,2020-02-18 07:00-00,57800,58400,56400,56400,19749457
4856,2020-02-18 08:00-00,57800,58400,56400,56400,19749457
4857,2020-02-18 09:00-00,57800,58400,56400,56400,19749457
4858,2020-02-18 10:00-00,57800,58400,56400,56400,19749457
4859,2020-02-18 11:00-00,57800,58400,56400,56400,19749457
4860,2020-02-18 12:00-00,57800,58400,56400,56400,19749457
4861,2020-02-18 13:00-00,57800,58400,56400,56400,19749457
4862,2020-02-18 14:00-00,57800,58400,56400,56400,19749457
4863,2020-02-18 15:00-00,57800,58400,56400,56400,19749457
4864,2020-02-18 16:00-00,57800,58400,56400,56400,19749457
4865,2020-02-18 17:00-00,57800,58400,56400,56400,19749457
4866,2020-02-18 18:00-00,57800,58400,56400,56400,19749457
4867,2020-02-18 19:00-00,57800,58400,56400,56400,19749457
4868,2020-02-18 20:00-00,57800,58400,56400,56400,19749457
4869,2020-02-18 21:00-00,57800,58400,56400,56400,19749457
4870,2020-02-18 22:00-00,57800,58400,56400,56400,19749457
4871,2020-02-18 23:00-00,57800,58400,56400,56400,19749457
4872,2020-02-19 00:00-00,57800,58400,56400,56400,19749457
4873,2020-02-19 01:00-00,57800,58400,56400,56400,19749457
4874,2020-02-19 02:00-00,57800,58400,56400,56400,19749457
4875,2020-02-19 03:00-00,57800,58400,56400,56400,19749457
4876,2020-02-19 04:00-00,57800,58400,56400,56400,19749457
4877,2020-02-19 05:00-00,57800,58400,56400,56400,19749457
4878,2020-02-19 06:00-00,57800,58400,56400,56400,19749457
4879,2020-02-19 07:00-00,57800,58400,56400,56400,19749457
4880,2020-02-19 08:00-00,57800,58400,56400,56400,19749457
4881,2020-02-19 09:00-00,57800,58400,56400,56400,19749457
4882,2020-02-19 10:00-00,57800,58400,56400,56400,19749457
4883,2020-02-19 11:00-00,57800,58400,56400,56400,19749457
4884,2020-02-19 12:00-00,57800,58400,56400,56400,19749457
4885,2020-02-19 13:00-00,57800,58400,56400,56400,19749457
4886,2020-02-19 14:00-00,57800,58400,56400,56400,19749457
4887,2020-02-19 15:00-00,57800,58400,56400,56400,19749457
4888,2020-02-19 16:00-00,57800,58400,56400,56400,19749457
4889,2020-02-19 17:00-00,57800,58400,56400,56400,19749457
4890,2020-02-19 18:00-00,57800,58400,56400,56400,19749457
4891,2020-02-19 19:00-00,57800,58400,56400,56400,19749457
4892,2020-02-19 20:00-00,57800,58400,56400,56400,19749457
4893,2020-02-19 21:00-00,57800,58400,56400,56400,19749457
4894,2020-02-19 22:00-00,57800,58400,56400,56400,19749457
4895,2020-02-19 23:00-00,57800,58400,56400,56400,19749457
4896,2020-02-20 00:00-00,57800,58400,56400,56400,19749457
4897,2020-02-20 01:00-00,57800,58400,56400,56400,19749457
4898,2020-02-20 02:00-00,57800,58400,56400,56400,19749457
4899,2020-02-20 03:00-00,57800,58400,56400,56400,19749457
4900,2020-02-20 04:00-00,57800,58400,56400,56400,19749457
4901,2020-02-20 05:00-00,57800,58400,56400,56400,19749457
4902,2020-02-20 06:00-00,57800,58400,56400,56400,19749457
4903,2020-02-20 07:00-00,57800,58400,56400,56400,19749457
4904,2020-02-20 08:00-00,57800,58400,56400,56400,19749457
4905,2020-02-20 09:00-00,57800,58400,56400,56400,19749457
4906,2020-02-20 10:00-00,57800,58400,56400,56400,19749457
4907,2020-02-20 11:00-00,57800,58400,56400,56400,19749457
4908,2020-02-20 12:00-00,57800,58400,56400,56400,19749457
4909,2020-02-20 13:00-00,57800,58400,56400,56400,19749457
4910,2020-02-20 14:00-00,57800,58400,56400,56400,19749457
4911,2020-02-20 15:00-00,57800,58400,56400,56400,19749457
4912,2020-02-20 16:00-00,57800,58400,56400,56400,19749457
4913,2020-02-20 17:00-00,57800,58400,56400,56400,19749457
4914,2020-02-20 18:00-00,57800,58400,56400,56400,19749457
4915,2020-02-20 19:00-00,57800,58400,56400,56400,19749457
4916,2020-02-20 20:00-00,57800,58400,56400,56400,19749457
4917,2020-02-20 21:00-00,57800,58400,56400,56400,19749457
4918,2020-02-20 22:00-00,57800,58400,56400,56400,19749457
4919,2020-02-20 23:00-00,57800,58400,56400,56400,19749457
4920,2020-02-21 00:00-00,57800,58400,56400,56400,19749457
4921,2020-02-21 01:00-00,57800,58400,56400,56400,19749457
4922,2020-02-21 02:00-00,57800,58400,56400,56400,19749457
4923,2020-02-21 03:00-00,57800,58400,56400,56400,19749457
4924,2020-02-21 04:00-00,57800,58400,56400,56400,19749457
4925,2020-02-21 05:00-00,57800,58400,56400,56400,19749457
4926,2020-02-21 06:00-00,57800,58400,56400,56400,19749457
4927,2020-02-21 07:00-00,57800,58400,56400,56400,19749457
4928,2020-02-21 08:00-00,57800,58400,56400,56400,19749457
4929,2020-02-21 09:00-00,57800,58400,56400,56400,19749457
4930,2020-02-21 10:00-00,57800,58400,56400,56400,19749457
4931,2020-02-21 11:00-00,57800,58400,56400,56400,19749457
4932,2020-02-21 12:00-00,57800,58400,56400,56400,19749457
4933,2020-02-21 13:00-00,57800,58400,56400,56400,19749457
4934,2020-02-21 14:00-00,57800,58400,56400,56400,19749457
4935,2020-02-21 15:00-00,57800,58400,56400,56400,19749457
4936,2020-02-21 16:00-00,57800,58400,56400,56400,19749457
4937,2020-02-21 17:00-00,57800,58400,56400,56400,19749457
4938,2020-02-21 18:00-00,57800,58400,56400,56400,19749457
4939,2020-02-21 19:00-00,57800,58400,56400,56400,19749457
4940,2020-02-21 20:00-00,57800,58400,56400,56400,19749457
4941,2020-02-21 21:00-00,57800,58400,56400,56400,19749457
4942,2020-02-21 22:00-00,57800,58400,56400,56400,19749457
4943,2020-02-21 23:00-00,57800,58400,56400,56400,19749457
4944,2020-02-22 00:00-00,57800,58400,56400,56400,19749457
4945,2020-02-22 01:00-00,57800,58400,56400,56400,19749457
4946,2020-02-22 02:00-00,57800,58400,56400,56400,19749457
4947,2020-02-22 03:00-00,57800,58400,56400,56400,19749457
4948,2020-02-22 04:00-00,57800,58400,56400,56400,19749457
4949,2020-02-22 05:00-00,57800,58400,56400,56400,19749457
4950,2020-02-22 06:00-00,57800,58400,56400,56400,19749457
4951,2020-02-22 07:00-00,57800,58400,56400,56400,19749457
4952,2020-02-22 08:00-00,57800,58400,56400,56400,19749457
4953,2020-02-22 09:00-00,57800,58400,56400,56400,19749457
4954,2020-02-22 10:00-00,57800,58400,56400,56400,19749457
4955,2020-02-22 11:00-00,57800,58400,56400,56400,19749457
4956,2020-02-22 12:00-00,57800,58400,56400,56400,19749457
4957,2020-02-22 13:00-00,57800,58400,56400,56400,19749457
4958,2020-02-22 14:00-00,57800,58400,56400,56400,19749457
4959,2020-02-22 15:00-00,57800,58400,56400,56400,19749457
4960,2020-02-22 16:00-00,57800,58400,56400,56400,19749457
4961,2020-02-22 17:00-00,57800,58400,56400,56400,19749457
4962,2020-02-22 18:00-00,57800,58400,56400,56400,19749457
4963,2020-02-22 19:00-00,57800,58400,56400,56400,19749457
4964,2020-02-22 20:00-00,57800,58400,56400,56400,19749457
4965,2020-02-22 21:00-00,57800,58400,56400,56400,19749457
4966,2020-02-22 22:00-00,57800,58400,56400,56400,19749457
4967,2020-02-22 23:00-00,57800,58400,56400,56400,19749457
4968,2020-02-23 00:00-00,57800,58400,56400,56400,19749457
4969,2020-02-23 01:00-00,57800,58400,56400,56400,19749457
4970,2020-02-23 02:00-00,57800,58400,56400,56400,19749457
4971,2020-02-23 03:00-00,57800,58400,56400,56400,19749457
4972,2020-02-23 04:00-00,57800,58400,56400,56400,19749457
4973,2020-02-23 05:00-00,57800,58400,56400,56400,19749457
4974,2020-02-23 06:00-00,57800,58400,56400,56400,19749457
4975,2020-02-23 07:00-00,57800,58400,56400,56400,19749457
4976,2020-02-23 08:00-00,57800,58400,56400,56400,19749457
4977,2020-02-23 09:00-00,57800,58400,56400,56400,19749457
4978,2020-02-23 10:00-00,57800,58400,56400,56400,19749457
4979,2020-02-23 11:00-00,57800,58400,56400,56400,19749457
4980,2020-02-23 12:00-00,57800,58400,56400,56400,19749457
4981,2020-02-23 13:00-00,57800,58400,56400,56400,19749457
4982,2020-02-23 14:00-00,57800,58400,56400,56400,19749457
4983,2020-02-23 15:00-00,57800,58400,56400,56400,19749457
4984,2020-02-23 16:00-00,57800,58400,56400,56400,19749457
4985,2020-02-23 17:00-00,57800,58400,56400,56400,19749457
4986,2020-02-23 18:00-00,57800,58400,56400,56400,19749457
4987,2020-02-23 19:00-00,57800,58400,56400,56400,19749457
4988,2020-02-23 20:00-00,57800,58400,56400,56400,19749457
4989,2020-02-23 21:00-00,57800,58400,56400,56400,19749457
4990,2020-02-23 22:00-00,57800,58400,56400,56400,19749457
4991,2020-02-23 23:00-00,57800,58400,56400,56400,19749457
4992,2020-02-24 00:00-00,57800,58400,56400,56400,19749457
4993,2020-02-24 01:00-00,57800,58400,56400,56400,19749457
4994,2020-02-24 02:00-00,57800,58400,56400,56400,19749457
4995,2020-02-24 03:00-00,57800,58400,56400,56400,19749457
4996,2020-02-24 04:00-00,57800,58400,56400,56400,19749457
4997,2020-02-24 05:00-00,57800,58400,56400,56400,19749457
4998,2020-02-24 06:00-00,57800,58400,56400,56400,19749457
4999,2020-02-24 07:00-00,57800,58400,56400,56400,19749457
5000,2020-02-24 08:00-00,57800,58400,56400,56400,19749457
5001,2020-02-24 09:00-00,57800,58400,56400,56400,19749457
5002,2020-02-24 10:00-00,57800,58400,56400,56400,19749457
5003,2020-02-24 11:00-00,57800,58400,56400,56400,19749457
5004,2020-02-24 12:00-00,57800,58400,56400,56400,19749457
5005,2020-02-24 13:00-00,57800,58400,56400,56400,19749457
5006,2020-02-24 14:00-00,57800,58400,56400,56400,19749457
5007,2020-02-24 15:00-00,57800,58400,56400,56400,19749457
5008,2020-02-24 16:00-00,57800,58400,56400,56400,19749457
5009,2020-02-24 17:00-00,57800,58400,56400,56400,19749457
5010,2020-02-24 18:00-00,57800,58400,56400,56400,19749457
5011,2020-02-24 19:00-00,57800,58400,56400,56400,19749457
5012,2020-02-24 20:00-00,57800,58400,56400,56400,19749457
5013,2020-02-24 21:00-00,57800,58400,56400,56400,19749457
5014,2020-02-24 22:00-00,57800,58400,56400,56400,19749457
5015,2020-02-24 23:00-00,57800,58400,56400,56400,19749457
5016,2020-02-25 00:00-00,57800,58400,56400,56400,19749457
5017,2020-02-25 01:00-00,57800,58400,56400,56400,19749457
5018,2020-02-25 02:00-00,57800,58400,56400,56400,19749457
5019,2020-02-25 03:00-00,57800,58400,56400,56400,19749457
5020,2020-02-25 04:00-00,57800,58400,56400,56400,19749457
5021,2020-02-25 05:00-00,57800,58400,56400,56400,19749457
5022,2020-02-25 06:00-00,57800,58400,56400,56400,19749457
5023,2020-02-25 07:00-00,57800,58400,56400,56400,19749457
5024,2020-02-25 08:00-00,57800,58400,56400,56400,19749457
5025,2020-02-25 09:00-00,57800,58400,56400,56400,19749457
5026,2020-02-25 10:00-00,57800,58400,56400,56400,19749457
5027,2020-02-25 11:00-00,57800,58400,56400,56400,19749457
5028,2020-02-25 12:00-00,57800,58400,56400,56400,19749457
5029,2020-02-25 13:00-00,57800,58400,56400,56400,19749457
5030,2020-02-25 14:00-00,57800,58400,56400,56400,19749457
5031,2020-02-25 15:00-00,57800,58400,56400,56400,19749457
5032,2020-02-25 16:00-00,57800,58400,56400,56400,19749457
5033,2020-02-25 17:00-00,57800,58400,56400,56400,19749457
5034,2020-02-25 18:00-00,57800,58400,56400,56400,19749457
5035,2020-02-25 19:00-00,57800,58400,56400,56400,19749457
5036,2020-02-25 20:00-00,57800,58400,56400,56400,19749457
5037,2020-02-25 21:00-00,57800,58400,56400,56400,19749457
5038,2020-02-25 22:00-00,57800,58400,56400,56400,19749457
5039,2020-02-25 23:00-00,57800,58400,56400,56400,19749457
5040,2020-02-26 00:00-00,57800,58400,56400,56400,19749457
5041,2020-02-26 01:00-00,57800,58400,56400,56400,19749457
5042,2020-02-26 02:00-00,57800,58400,56400,56400,19749457
5043,2020-02-26 03:00-00,57800,58400,56400,56400,19749457
5044,2020-02-26 04:00-00,57800,58400,56400,56400,19749457
5045,2020-02-26 05:00-00,57800,58400,56400,56400,19749457
5046,2020-02-26 06:00-00,57800,58400,56400,56400,19749457
5047,2020-02-26 07:00-00,57800,58400,56400,56400,19749457
5048,2020-02-26 08:00-00,57800,58400,56400,56400,19749457
5049,2020-02-26 09:00-00,57800,58400,56400,56400,19749457
5050,2020-02-26 10:00-00,57800,58400,56400,56400,19749457
5051,2020-02-26 11:00-00,57800,58400,56400,56400,19749457
5052,2020-02-26 12:00-00,57800,58400,56400,56400,19749457
5053,2020-02-26 13:00-00,57800,58400,56400,56400,19749457
5054,2020-02-26 14:00-00,57800,58400,56400,56400,19749457
5055,2020-02-26 15:00-00,57800,58400,56400,56400,19749457
5056,2020-02-26 16:00-00,57800,58400,56400,56400,19749457
5057,2020-02-26 17:00-00,57800,58400,56400,56400,19749457
5058,2020-02-26 18:00-00,57800,58400,56400,56400,19749457
5059,2020-02-26 19:00-00,57800,58400,56400,56400,19749457
5060,2020-02-26 20:00-00,57800,58400,56400,56400,19749457
5061,2020-02-26 21:00-00,57800,58400,56400,56400,19749457
5062,2020-02-26 22:00-00,57800,58400,56400,56400,19749457
5063,2020-02-26 23:00-00,57800,58400,56400,56400,19749457
5064,2020-02-27 00:00-00,57800,58400,56400,56400,19749457
5065,2020-02-27 01:00-00,57800,58400,56400,56400,19749457
5066,2020-02-27 02:00-00,57800,58400,56400,56400,19749457
5067,2020-02-27 03:00-00,57800,58400,56400,56400,19749457
5068,2020-02-27 04:00-00,57800,58400,56400,56400,19749457
5069,2020-02-27 05:00-00,57800,58400,56400,56400,19749457
5070,2020-02-27 06:00-00,57800,58400,56400,56400,19749457
5071,2020-02-27 07:00-00,57800,58400,56400,56400,19749457
5072,2020-02-27 08:00-00,57800,58400,56400,56400,19749457
5073,2020-02-27 09:00-00,57800,58400,56400,56400,19749457
5074,2020-02-27 10:00-00,57800,58400,56400,56400,19749457
5075,2020-02-27 11:00-00,57800,58400,56400,56400,19749457
5076,2020-02-27 12:00-00,57800,58400,56400,56400,19749457
5077,2020-02-27 13:00-00,57800,58400,56400,56400,19749457
5078,2020-02-27 14:00-00,57800,58400,56400,56400,19749457
5079,2020-02-27 15:00-00,57800,58400,56400,56400,19749457
5080,2020-02-27 16:00-00,57800,58400,56400,56400,19749457
5081,2020-02-27 17:00-00,57800,58400,56400,56400,19749457
5082,2020-02-27 18:00-00,57800,58400,56400,56400,19749457
5083,2020-02-27 19:00-00,57800,58400,56400,56400,19749457
5084,2020-02-27 20:00-00,57800,58400,56400,56400,19749457
5085,2020-02-27 21:00-00,57800,58400,56400,56400,19749457
5086,2020-02-27 22:00-00,57800,58400,56400,56400,19749457
5087,2020-02-27 23:00-00,57800,58400,56400,56400,19749457
5088,2020-02-28 00:00-00,57800,58400,56400,56400,19749457
5089,2020-02-28 01:00-00,57800,58400,56400,56400,19749457
5090,2020-02-28 02:00-00,57800,58400,56400,56400,19749457
5091,2020-02-28 03:00-00,57800,58400,56400,56400,19749457
5092,2020-02-28 04:00-00,57800,58400,56400,56400,19749457
5093,2020-02-28 05:00-00,57800,58400,56400,56400,19749457
5094,2020-02-28 06:00-00,57800,58400,56400,56400,19749457
5095,2020-02-28 07:00-00,57800,58400,56400,56400,19749457
5096,2020-02-28 08:00-00,57800,58400,56400,56400,19749457
5097,2020-02-28 09:00-00,57800,58400,56400,56400,19749457
5098,2020-02-28 10:00-00,57800,58400,56400,56400,19749457
5099,2020-02-28 11:00-00,57800,58400,56400,56400,19749457
5100,2020-02-28 12:00-00,57800,58400,56400,56400,19749457
5101,2020-02-28 13:00-00,57800,58400,56400,56400,19749457
5102,2020-02-28 14:00-00,57800,58400,56400,56400,19749457
5103,2020-02-28 15:00-00,57800,58400,56400,56400,19749457
5104,2020-02-28 16:00-00,57800,58400,56400,56400,19749457
5105,2020-02-28 17:00-00,57800,58400,56400,56400,19749457
5106,2020-02-28 18:00-00,57800,58400,56400,56400,19749457
5107,2020-02-28 19:00-00,57800,58400,56400,56400,19749457
5108,2020-02-28 20:00-00,57800,58400,56400,56400,19749457
5109,2020-02-28 21:00-00,57800,58400,56400,56400,19749457
5110,2020-02-28 22:00-00,57800,58400,56400,56400,19749457
5111,2020-02-28 23:00-00,57800,58400,56400,56400,19749457
5112,2020-02-29 00:00-00,57800,58400,56400,56400,19749457
5113,2020-02-29 01:00-00,57800,58400,56400,56400,19749457
5114,2020-02-29 02:00-00,57800,58400,56400,56400,19749457
5115,2020-02-29 03:00-00,57800,58400,56400,56400,19749457
5116,2020-02-29 04:00-00,57800,58400,56400,56400,19749457
5117,2020-02-29 05:00-00,57800,58400,56400,56400,19749457
5118,2020-02-29 06:00-00,57800,58400,56400,56400,19749457
5119,2020-02-29 07:00-00,57800,58400,56400,56400,19749457
5120,2020-02-29 08:00-00,57800,58400,56400,56400,19749457
5121,2020-02-29 09:00-00,57800,58400,56400,56400,19749457
5122,2020-02-29 10:00-00,57800,58400,56400,56400,19749457
5123,2020-02-29 11:00-00,57800,58400,56400,56400,19749457
5124,2020-02-29 12:00-00,57800,58400,56400,56400,19749457
5125,2020-02-29 13:00-00,57800,58400,56400,56400,19749457
5126,2020-02-29 14:00-00,57800,58400,56400,56400,19749457
5127,2020-02-29 15:00-00,57800,58400,56400,56400,19749457
5128,2020-02-29 16:00-00,57800,58400,56400,56400,19749457
5129,2020-02-29 17:00-00,57800,58400,56400,56400,19749457
5130,2020-02-29 18:00-00,57800,58400,56400,56400,19749457
5131,2020-02-29 19:00-00,57800,58400,56400,56400,19749457
5132,2020-02-29 20:00-00,57800,58400,56400,56400,19749457
5133,2020-02-29 21:00-00,57800,58400,56400,56400,19749457
5134,2020-02-29 22:00-00,57800,58400,56400,56400,19749457
5135,2020-02-29 23:00-00,57800,58400,56400,56400,19749457
5136,2020-03-01 00:00-00,57800,58400,56400,56400,19749457
5137,2020-03-01 01:00-00,57800,58400,56400,56400,19749457
5138,2020-03-01 02:00-00,57800,58400,56400,56400,19749457
5139,2020-03-01 03:00-00,57800,58400,56400,56400,19749457
5140,2020-03-01 04:00-00,57800,58400,56400,56400,19749457
5141,2020-03-01 05:00-00,57800,58400,56400,56400,19749457
5142,2020-03-01 06:00-00,57800,58400,56400,56400,19749457
5143,2020-03-01 07:00-00,57800,58400,56400,56400,19749457
5144,2020-03-01 08:00-00,57800,58400,56400,56400,19749457
5145,2020-03-01 09:00-00,57800,58400,56400,56400,19749457
5146,2020-03-01 10:00-00,57800,58400,56400,56400,19749457
5147,2020-03-01 11:00-00,57800,58400,56400,56400,19749457
5148,2020-03-01 12:00-00,57800,58400,56400,56400,19749457
5149,2020-03-01 13:00-00,57800,58400,56400,56400,19749457
5150,2020-03-01 14:00-00,57800,58400,56400,56400,19749457
5151,2020-03-01 15:00-00,57800,58400,56400,56400,19749457
5152,2020-03-01 16:00-00,57800,58400,56400,56400,19749457
5153,2020-03-01 17:00-00,57800,58400,56400,56400,19749457
5154,2020-03-01 18:00-00,57800,58400,56400,56400,19749457
5155,2020-03-01 19:00-00,57800,58400,56400,56400,19749457
5156,2020-03-01 20:00-00,57800,58400,56400,56400,19749457
5157,2020-03-01 21:00-00,57800,58400,56400,56400,19749457
5158,2020-03-01 22:00-00,57800,58400,56400,56400,19749457
5159,2020-03-01 23:00-00,57800,58400,56400,56400,19749457
5160,2020-03-02 00:00-00,57800,58400,56400,56400,19749457
5161,2020-03-02 01:00-00,57800,58400,56400,56400,19749457
5162,2020-03-02 02:00-00,57800,58400,56400,56400,19749457
5163,2020-03-02 03:00-00,57800,58400,56400,56400,19749457
5164,2020-03-02 04:00-00,57800,58400,56400,56400,19749457
5165,2020-03-02 05:00-00,57800,58400,56400,56400,19749457
5166,2020-03-02 06:00-00,57800,58400,56400,56400,19749457
5167,2020-03-02 07:00-00,57800,58400,56400,56400,19749457
5168,2020-03-02 08:00-00,57800,58400,56400,56400,19749457
5169,2020-03-02 09:00-00,57800,58400,56400,56400,19749457
5170,2020-03-02 10:00-00,57800,58400,56400,56400,19749457
5171,2020-03-02 11:00-00,57800,58400,56400,56400,19749457
5172,2020-03-02 12:00-00,57800,58400,56400,56400,19749457
5173,2020-03-02 13:00-00,57800,58400,56400,56400,19749457
5174,2020-03-02 14:00-00,57800,58400,56400,56400,19749457
5175,2020-03-02 15:00-00,57800,58400,56400,56400,19749457
5176,2020-03-02 16:00-00,57800,58400,56400,56400,19749457
5177,2020-03-02 17:00-00,57800,58400,56400,56400,19749457
5178,2020-03-02 18:00-00,57800,58400,56400,56400,19749457
5179,2020-03-02 19:00-00,57800,58400,56400,56400,19749457
5180,2020-03-02 20:00-00,57800,58400,56400,56400,19749457
5181,2020-03-02 21:00-00,57800,58400,56400,56400,19749457
5182,2020-03-02 22:00-00,57800,58400,56400,56400,19749457
5183,2020-03-02 23:00-00,57800,58400,56400,56400,19749457
5184,2020-03-03 00:00-00,57800,58400,56400,56400,19749457
5185,2020-03-03 01:00-00,57800,58400,56400,56400,19749457
5186,2020-03-03 02:00-00,57800,58400,56400,56400,19749457
5187,2020-03-03 03:00-00,57800,58400,56400,56400,19749457
5188,2020-03-03 04:00-00,57800,58400,56400,56400,19749457
5189,2020-03-03 05:00-00,57800,58400,56400,56400,19749457
5190,2020-03-03 06:00-00,57800,58400,56400,56400,19749457
5191,2020-03-03 07:00-00,57800,58400,56400,56400,19749457
5192,2020-03-03 08:00-00,57800,58400,56400,56400,19749457
5193,2020-03-03 09:00-00,57800,58400,56400,56400,19749457
5194,2020-03-03 10:00-00,57800,58400,56400,56400,19749457
5195,2020-03-03 11:00-00,57800,58400,56400,56400,19749457
5196,2020-03-03 12:00-00,57800,58400,56400,56400,19749457
5197,2020-03-03 13:00-00,57800,58400,56400,56400,19749457
5198,2020-03-03 14:00-00,57800,58400,56400,56400,19749457
5199,2020-03-03 15:00-00,57800,58400,56400,56400,19749457
5200,2020-03-03 16:00-00,57800,58400,56400,56400,19749457
5201,2020-03-03 17:00-00,57800,58400,56400,56400,19749457
5202,2020-03-03 18:00-00,57800,58400,56400,56400,19749457
5203,2020-03-03 19:00-00,57800,58400,56400,56400,19749457
5204,2020-03-03 20:00-00,57800,58400,56400,56400,19749457
5205,2020-03-03 21:00-00,57800,58400,56400,56400,19749457
5206,2020-03-03 22:00-00,57800,58400,56400,56400,19749457
5207,2020-03-03 23:00-00,57800,58400,56400,56400,19749457
5208,2020-03-04 00:00-00,57800,58400,56400,56400,19749457
5209,2020-03-04 01:00-00,57800,58400,56400,56400,19749457
5210,2020-03-04 02:00-00,57800,58400,56400,56400,19749457
5211,2020-03-04 03:00-00,57800,58400,56400,56400,19749457
5212,2020-03-04 04:00-00,57800,58400,56400,56400,19749457
5213,2020-03-04 05:00-00,57800,58400,56400,56400,19749457
5214,2020-03-04 06:00-00,57800,58400,56400,56400,19749457
5215,2020-03-04 07:00-00,57800,58400,56400,56400,19749457
5216,2020-03-04 08:00-00,57800,58400,56400,56400,19749457
5217,2020-03-04 09:00-00,57800,58400,56400,56400,19749457
5218,2020-03-04 10:00-00,57800,58400,56400,56400,19749457
5219,2020-03-04 11:00-00,57800,58400,56400,56400,19749457
5220,2020-03-04 12:00-00,57800,58400,56400,56400,19749457
5221,2020-03-04 13:00-00,57800,58400,56400,56400,19749457
5222,2020-03-04 14:00-00,57800,58400,56400,56400,19749457
5223,2020-03-04 15:00-00,57800,58400,56400,56400,19749457
5224,2020-03-04 16:00-00,57800,58400,56400,56400,19749457
5225,2020-03-04 17:00-00,57800,58400,56400,56400,19749457
5226,2020-03-04 18:00-00,57800,58400,56400,56400,19749457
5227,2020-03-04 19:00-00,57800,58400,56400,56400,19749457
5228,2020-03-04 20:00-00,57800,58400,56400,56400,19749457
5229,2020-03-04 21:00-00,57800,58400,56400,56400,19749457
5230,2020-03-04 22:00-00,57800,58400,56400,56400,19749457
5231,2020-03-04 23:00-00,57800,58400,56400,56400,19749457
5232,2020-03-05 00:00-00,57800,58400,56400,56400,19749457
5233,2020-03-05 01:00-00,57800,58400,56400,56400,19749457
5234,2020-03-05 02:00-00,57800,58400,56400,56400,19749457
5235,2020-03-05 03:00-00,57800,58400,56400,56400,19749457
5236,2020-03-05 04:00-00,57800,58400,56400,56400,19749457
5237,2020-03-05 05:00-00,57800,58400,56400,56400,19749457
5238,2020-03-05 06:00-00,57800,58400,56400,56400,19749457
5239,2020-03-05 07:00-00,57800,58400,56400,56400,19749457
5240,2020-03-05 08:00-00,57800,58400,56400,56400,19749457
5241,2020-03-05 09:00-00,57800,58400,56400,56400,19749457
5242,2020-03-05 10:00-00,57800,58400,56400,56400,19749457
5243,2020-03-05 11:00-00,57800,58400,56400,56400,19749457
5244,2020-03-05 12:00-00,57800,58400,56400,56400,19749457
5245,2020-03-05 13:00-00,57800,58400,56400,56400,19749457
5246,2020-03-05 14:00-00,57800,58400,56400,56400,19749457
5247,2020-03-05 15:00-00,57800,58400,56400,56400,19749457
5248,2020-03-05 16:00-00,57800,58400,56400,56400,19749457
5249,2020-03-05 17:00-00,57800,58400,56400,56400,19749457
5250,2020-03-05 18:00-00,57800,58400,56400,56400,19749457
5251,2020-03-05 19:00-00,57800,58400,56400,56400,19749457
5252,2020-03-05 20:00-00,57800,58400,56400,56400,19749457
5253,2020-03-05 21:00-00,57800,58400,56400,56400,19749457
5254,2020-03-05 22:00-00,57800,58400,56400,56400,19749457
5255,2020-03-05 23:00-00,57800,58400,56400,56400,19749457
5256,2020-03-06 00:00-00,57800,58400,56400,56400,19749457
5257,2020-03-06 01:00-00,57800,58400,56400,56400,19749457
5258,2020-03-06 02:00-00,57800,58400,56400,56400,19749457
5259,2020-03-06 03:00-00,57800,58400,56400,56400,19749457
5260,2020-03-06 04:00-00,57800,58400,56400,56400,19749457
5261,2020-03-06 05:00-00,57800,58400,56400,56400,19749457
5262,2020-03-06 06:00-00,57800,58400,56400,56400,19749457
5263,2020-03-06 07:00-00,57800,58400,56400,56400,19749457
5264,2020-03-06 08:00-00,57800,58400,56400,56400,19749457
5265,2020-03-06 09:00-00,57800,58400,56400,56400,19749457
5266,2020-03-06 10:00-00,57800,58400,56400,56400,19749457
5267,2020-03-06 11:00-00,57800,58400,56400,56400,19749457
5268,2020-03-06 12:00-00,57800,58400,56400,56400,19749457
5269,2020-03-06 13:00-00,57800,58400,56400,56400,19749457
5270,2020-03-06 14:00-00,57800,58400,56400,56400,19749457
5271,2020-03-06 15:00-00,57800,58400,56400,56400,19749457
5272,2020-03-06 16:00-00,57800,58400,56400,56400,19749457
5273,2020-03-06 17:00-00,57800,58400,56400,56400,19749457
5274,2020-03-06 18:00-00,57800,58400,56400,56400,19749457
5275,2020-03-06 19:00-00,57800,58400,56400,56400,19749457
5276,2020-03-06 20:00-00,57800,58400,56400,56400,19749457
5277,2020-03-06 21:00-00,57800,58400,56400,56400,19749457
5278,2020-03-06 22:00-00,57800,58400,56400,56400,19749457
5279,2020-03-06 23:00-00,57800,58400,56400,56400,19749457
5280,2020-03-07 00:00-00,57800,58400,56400,56400,19749457
5281,2020-03-07 01:00-00,57800,58400,56400,56400,19749457
5282,2020-03-07 02:00-00,57800,58400,56400,56400,19749457
5283,2020-03-07 03:00-00,57800,58400,56400,56400,19749457
5284,2020-03-07 04:00-00,57800,58400,56400,56400,19749457
5285,2020-03-07 05:00-00,57800,58400,56400,56400,19749457
